1000 2000
761 216 68
830 476 9
574 467 8
999 661 3
892 862 49
929 828 65
3 736 66
9 484 27
411 74 20
72 622 24
647 18 14
40 902 34
930 534 86
694 827 27
822 105 9
199 66 64
962 996 63
707 480 75
290 669 10
825 74 80
711 663 95
59 619 39
189 691 42
658 449 42
895 198 14
157 66 97
101 237 70
433 703 67
767 195 83
177 424 51
17 160 9
793 442 25
859 490 86
969 44 90
677 360 59
446 329 90
370 924 24
16 464 98
990 471 33
764 63 24
387 442 13
656 579 10
531 114 51
764 401 55
728 934 20
662 35 55
779 845 88
671 221 93
646 237 46
713 516 28
932 878 26
588 305 95
591 209 64
624 341 97
190 389 58
742 308 25
708 931 91
322 925 51
835 564 86
174 292 33
898 949 67
695 554 16
82 746 43
583 844 74
752 485 44
292 66 97
520 385 82
976 929 23
354 733 58
77 696 95
219 696 76
516 433 19
933 79 95
628 156 12
724 603 22
572 768 60
479 605 36
862 183 33
791 231 53
838 63 84
675 6 5
133 674 4
841 275 35
359 2 85
750 116 18
217 883 79
365 200 43
988 933 13
218 954 83
424 235 69
68 865 43
918 995 57
340 539 63
253 118 98
64 583 77
354 996 74
835 190 100
389 896 7
93 68 4
224 105 70
504 933 3
669 393 35
620 792 18
955 879 54
421 819 12
327 157 48
44 136 51
719 861 66
668 285 26
268 787 98
495 226 64
209 347 2
180 794 49
661 712 61
837 710 93
111 456 68
458 132 32
74 183 8
616 96 21
600 295 54
10 472 91
644 495 66
732 409 85
790 518 8
209 97 89
62 680 53
89 451 44
855 563 48
761 456 56
382 196 86
648 364 74
898 77 99
192 112 62
34 655 11
991 826 87
455 748 84
510 613 18
335 203 36
50 237 28
351 493 33
537 196 17
203 314 29
615 763 29
2 685 86
486 269 99
659 360 30
861 894 98
967 185 29
134 373 23
815 765 58
449 840 96
438 22 100
443 424 11
705 853 81
158 871 19
209 306 10
798 891 7
270 764 72
375 164 95
624 207 77
318 263 14
44 769 51
331 141 32
475 65 41
447 170 83
986 917 98
982 131 47
146 28 6
749 671 11
622 640 14
951 183 55
705 789 80
515 381 77
544 545 87
330 606 88
46 162 40
789 828 9
124 536 43
956 316 12
388 991 51
54 443 78
373 219 17
437 205 8
122 847 63
615 287 62
821 241 28
270 15 66
692 516 50
501 797 29
578 461 40
48 212 54
146 44 79
622 225 95
899 371 19
365 572 81
295 777 41
440 39 71
321 128 85
158 376 14
994 732 86
469 469 65
417 674 21
145 329 40
528 319 53
191 787 87
581 252 55
942 799 66
274 133 32
252 475 56
19 11 8
942 534 28
138 311 33
519 898 61
23 778 2
640 675 26
736 709 8
491 992 98
618 55 2
825 278 33
98 686 26
756 116 58
549 488 56
30 16 53
874 141 89
956 152 31
455 270 72
991 484 30
825 137 31
287 483 9
649 44 23
35 195 1
809 152 26
83 421 41
971 196 9
836 303 49
632 560 10
328 836 14
801 542 50
374 913 94
696 19 19
528 37 96
998 798 61
432 903 81
619 109 22
771 214 89
513 9 20
990 614 4
340 525 94
506 592 30
229 963 95
778 230 94
560 285 40
494 738 86
683 841 21
630 20 8
58 390 55
405 864 14
19 590 83
271 737 31
270 500 35
872 26 62
600 484 77
57 208 91
613 91 98
731 376 51
466 833 29
154 829 100
159 252 68
210 203 58
909 300 68
381 290 67
278 95 24
877 582 73
271 67 38
645 19 4
774 293 15
32 747 34
871 290 77
459 850 68
970 498 38
506 98 41
842 34 78
645 413 46
969 429 57
383 844 74
480 83 50
100 92 31
32 708 30
468 6 20
108 928 77
889 743 35
697 744 16
799 536 1
785 598 18
92 245 47
880 505 8
217 692 27
448 224 91
898 400 85
950 191 55
9 91 80
950 698 64
121 500 19
822 293 19
118 172 87
275 303 50
810 39 85
861 163 72
801 197 58
142 402 46
371 554 37
726 264 86
756 251 1
821 174 53
399 527 68
922 233 24
235 654 33
209 107 52
348 939 23
534 850 77
838 565 93
678 302 72
968 67 7
919 967 59
72 417 2
192 307 39
512 948 3
784 766 38
944 69 13
834 514 90
237 707 2
12 924 10
369 242 12
913 803 71
436 732 21
926 226 72
480 936 50
894 231 51
770 574 63
748 475 29
570 769 67
209 973 93
850 355 63
124 708 48
167 39 24
585 469 43
411 454 2
391 751 83
479 5 100
369 357 34
458 310 15
490 965 20
863 586 1
709 830 54
144 576 39
835 126 57
792 625 98
586 306 31
144 298 26
432 911 3
789 358 97
612 316 18
569 922 89
426 177 75
495 499 56
657 908 92
268 229 14
832 921 76
335 720 77
956 382 96
881 116 31
680 441 81
583 425 97
141 262 38
467 985 38
296 369 91
413 977 87
820 474 56
174 944 49
851 370 32
109 387 10
564 228 69
233 209 30
182 168 75
690 697 3
796 211 17
886 563 30
474 98 63
282 125 36
90 877 79
922 163 17
395 528 91
195 92 83
698 243 87
874 554 14
287 769 56
678 634 7
747 360 75
355 357 40
410 967 86
422 344 86
456 680 26
596 982 25
717 568 85
284 306 19
676 922 72
732 400 58
103 932 56
563 845 70
384 593 76
363 824 32
619 669 84
227 221 51
719 693 96
439 360 6
232 743 55
284 773 1
857 769 7
589 174 85
551 37 20
882 575 80
724 968 10
232 466 38
71 500 31
279 34 38
87 722 85
858 925 7
860 487 26
329 323 14
769 5 41
430 830 93
30 775 75
314 203 51
407 721 87
911 838 12
726 382 61
406 72 77
588 628 100
255 308 80
35 544 30
892 128 33
497 823 75
199 411 64
218 870 19
812 664 92
293 691 76
951 687 27
563 719 15
769 66 61
190 700 66
513 759 48
135 748 98
932 516 79
181 153 29
376 629 31
903 335 70
565 397 88
680 452 56
80 402 65
712 288 25
582 82 15
929 828 10
761 997 43
514 845 69
478 478 22
541 421 84
980 290 25
384 982 45
223 872 44
480 745 37
634 1000 66
497 865 73
861 318 44
741 926 37
221 267 97
196 199 40
156 166 8
602 691 29
180 465 15
226 419 19
348 933 24
304 888 40
383 817 66
717 291 86
364 376 1
792 426 88
484 678 98
383 238 4
488 136 31
585 663 92
789 234 31
933 337 60
968 651 69
295 276 93
648 862 72
737 966 38
63 212 17
158 9 37
65 918 4
502 243 48
733 532 15
109 973 12
951 761 74
765 356 81
802 978 55
158 388 46
289 454 67
566 205 69
351 685 63
786 425 90
243 123 91
923 391 48
666 802 11
154 634 84
699 329 44
390 486 28
22 976 77
497 839 46
673 42 77
395 748 54
421 560 4
742 727 9
647 43 55
975 356 36
204 338 5
373 359 51
215 44 67
190 62 73
97 482 65
830 327 78
178 204 8
604 930 72
475 673 10
198 156 76
179 59 43
28 236 83
62 560 78
457 628 14
128 72 73
748 468 40
601 951 70
122 145 31
809 249 44
969 16 36
927 260 40
570 413 73
895 521 86
190 528 44
815 854 67
596 845 75
123 549 51
206 733 78
168 960 76
546 38 99
274 679 82
963 598 29
996 867 62
473 490 31
97 836 93
615 399 7
1000 476 2
432 245 79
818 682 58
112 431 15
333 804 78
719 185 46
130 369 69
456 94 70
158 333 49
330 49 61
205 347 55
841 184 98
847 730 61
205 406 9
280 839 9
15 786 34
398 735 92
370 492 21
217 183 3
432 687 90
481 560 27
910 248 52
150 810 64
750 822 78
685 317 25
275 721 98
777 373 12
997 419 19
182 130 9
910 112 58
372 842 84
287 23 35
159 733 64
201 22 40
413 907 41
11 887 54
687 519 94
724 472 29
728 601 77
246 405 90
846 357 55
37 410 63
212 965 55
402 277 39
251 80 35
903 853 28
661 976 10
107 504 59
900 73 7
23 173 3
493 655 28
680 758 69
490 536 99
370 924 73
630 519 53
550 946 94
567 619 8
803 965 26
488 494 48
64 343 6
252 443 41
353 295 32
954 714 73
266 250 69
283 593 7
709 670 2
792 652 39
972 348 48
77 152 63
289 351 58
705 925 77
563 405 79
977 739 98
221 368 40
602 697 63
786 199 42
243 327 20
532 401 31
572 122 15
360 30 73
565 219 69
309 292 83
30 659 45
891 656 18
957 140 64
556 20 49
935 182 80
234 398 56
58 605 49
110 757 63
195 184 15
944 214 93
732 410 26
140 936 80
721 880 77
356 163 49
647 677 95
104 89 67
470 983 82
700 570 31
444 817 76
251 448 28
449 322 83
689 579 42
148 476 12
656 952 88
411 516 24
54 442 4
194 778 20
729 423 51
481 703 4
458 776 99
172 516 45
911 403 92
600 929 61
949 178 5
694 494 100
945 293 33
869 603 11
46 573 94
940 183 44
338 549 85
696 966 100
778 243 77
57 587 57
205 122 30
43 903 75
81 638 91
176 108 31
493 788 56
396 210 18
266 247 77
951 208 14
573 456 80
627 236 97
214 387 62
371 811 67
200 855 92
969 712 5
146 498 29
340 220 96
265 515 43
440 20 93
181 803 1
166 981 9
203 711 20
488 852 65
81 785 89
169 884 10
115 331 48
356 916 69
942 59 35
823 862 64
202 857 81
616 388 41
922 852 6
615 458 13
727 199 19
213 597 43
556 424 24
882 475 65
369 433 54
845 361 60
736 574 39
554 543 56
692 650 94
133 238 21
108 127 48
185 757 45
577 751 66
851 499 79
616 234 49
766 523 16
913 969 28
276 932 31
101 19 75
895 797 51
787 493 2
609 81 8
204 199 56
411 632 19
840 489 95
831 708 30
742 877 8
975 206 75
17 605 41
617 711 7
171 236 32
627 156 31
223 4 38
172 468 25
955 340 31
913 126 64
992 174 91
845 118 48
538 203 77
561 156 78
547 859 29
929 102 70
673 581 22
907 317 79
313 638 3
458 321 86
887 256 48
34 770 79
179 644 69
867 972 93
902 923 42
290 357 41
276 24 74
64 106 40
257 849 16
118 816 26
244 732 53
500 294 70
106 303 92
426 954 68
156 406 74
622 394 57
866 6 42
367 547 74
128 644 4
882 456 81
233 830 85
72 312 31
406 662 52
161 463 86
845 473 58
656 234 73
182 999 61
389 526 24
912 81 54
853 816 29
650 359 35
148 532 29
457 494 41
534 93 45
757 728 95
343 593 51
628 919 37
604 708 21
489 668 60
816 685 46
764 899 54
200 110 63
857 647 79
181 847 89
622 195 79
722 630 94
334 358 37
724 505 69
178 335 78
529 772 23
406 652 77
548 415 48
26 635 57
115 614 7
767 29 74
212 655 41
676 142 32
435 716 52
201 649 83
307 386 28
348 710 63
346 394 23
1 38 95
53 906 29
282 969 93
820 95 47
715 251 81
382 781 1
499 947 85
697 788 53
352 453 44
621 694 53
387 401 70
852 232 39
733 128 68
615 554 60
366 319 21
563 648 75
277 771 96
62 576 96
408 524 38
740 979 8
765 992 88
589 227 28
698 983 3
776 859 25
950 975 83
90 275 42
268 684 41
222 424 4
976 86 99
336 936 28
403 512 18
575 198 13
658 352 57
967 206 41
823 246 76
378 622 72
47 183 8
538 572 91
7 204 36
380 929 47
211 751 18
212 423 91
343 407 15
190 457 29
987 649 93
878 693 65
631 351 83
482 545 49
211 880 16
728 324 13
575 183 59
756 677 68
138 211 26
51 673 15
557 436 63
601 380 15
880 752 93
680 253 52
921 40 6
62 801 8
768 58 68
985 411 62
783 788 85
360 96 74
33 111 23
409 12 3
900 703 50
915 357 56
863 945 75
144 708 37
876 182 60
498 408 84
855 982 10
840 70 13
887 776 54
666 29 30
936 494 49
790 434 62
363 694 47
947 303 5
37 489 14
55 56 69
836 85 100
517 228 36
824 378 38
529 229 24
631 153 25
467 708 38
25 669 18
2 667 17
814 342 34
454 354 96
836 184 58
272 406 25
454 213 46
528 437 8
586 41 27
436 897 17
460 41 55
187 880 48
390 260 19
532 815 64
710 332 56
695 541 80
952 183 92
782 254 22
237 538 36
261 407 85
239 468 5
547 862 22
71 928 28
34 566 3
623 18 80
815 761 48
858 386 87
523 318 26
195 753 76
418 555 11
797 663 22
329 312 38
21 728 64
123 872 86
784 26 75
842 25 17
337 637 47
770 902 57
491 919 13
796 680 74
96 753 2
718 88 79
267 64 30
471 963 7
560 837 55
242 274 50
745 810 89
694 131 95
834 837 20
145 676 60
565 775 90
641 645 19
524 383 40
825 725 21
367 10 51
42 937 27
941 360 56
858 937 66
894 994 62
426 445 26
7 131 14
740 790 12
689 12 29
280 419 83
167 551 14
351 641 38
290 688 75
454 993 98
745 37 20
890 111 82
922 711 80
368 263 51
88 675 57
643 429 11
207 344 72
873 746 50
122 976 84
910 441 97
49 197 78
860 38 33
408 851 50
581 618 48
964 405 31
860 658 38
667 315 71
276 691 19
696 863 90
992 357 21
866 309 36
431 534 38
627 537 50
351 910 95
497 446 5
337 964 56
392 659 43
620 530 72
885 21 59
826 753 11
176 156 87
118 134 56
898 91 88
206 916 40
527 113 17
335 499 12
670 123 50
261 181 39
985 164 73
279 25 80
567 240 34
308 832 40
122 832 87
492 763 77
599 760 38
63 478 57
829 494 25
961 922 37
553 819 58
144 747 85
108 20 44
232 382 65
468 47 38
751 147 92
974 362 26
21 70 33
452 923 32
191 671 45
78 793 27
400 424 47
265 270 73
153 828 62
736 122 91
783 972 22
8 748 20
73 842 8
493 903 87
630 722 78
989 381 63
523 411 27
327 642 84
484 364 37
291 58 52
952 554 91
185 647 32
643 22 77
251 933 69
858 139 1
749 583 90
660 121 81
785 507 28
160 403 21
984 948 5
741 302 43
365 81 20
920 677 82
51 83 56
800 672 29
293 97 12
864 571 85
719 169 73
929 98 51
767 38 79
488 670 90
155 638 7
603 39 48
493 92 31
638 262 24
978 432 67
760 344 39
219 869 79
94 451 88
509 476 7
924 559 62
34 90 42
750 292 26
32 855 86
317 98 63
168 671 9
923 134 73
808 365 92
977 811 41
399 161 42
378 325 5
985 779 66
972 468 70
169 111 80
373 726 50
573 318 82
524 927 6
14 186 16
65 342 99
48 248 89
283 547 83
661 258 96
258 204 88
624 411 22
32 323 35
663 694 66
987 186 94
577 357 95
875 856 8
930 24 25
772 313 30
510 528 76
395 94 79
681 763 94
441 242 10
876 723 84
838 852 73
489 659 3
845 242 76
337 786 7
548 444 94
655 623 3
872 541 80
761 486 13
792 442 44
758 245 80
27 980 9
72 817 73
77 553 28
141 978 54
638 610 55
531 801 39
945 944 96
717 644 58
579 809 64
872 431 57
529 772 90
321 119 80
242 538 45
182 284 21
257 815 81
111 969 51
833 986 9
495 376 68
789 541 54
451 338 57
375 768 93
233 968 10
953 79 45
667 531 31
740 819 55
436 627 33
705 56 98
534 994 11
624 729 98
198 640 49
23 68 95
974 783 46
437 618 2
713 830 37
943 304 56
5 678 94
667 533 49
173 984 32
160 437 39
357 178 32
232 417 29
618 572 52
386 942 10
647 235 39
992 772 69
621 472 73
614 760 90
278 436 8
968 336 52
147 466 79
711 840 73
156 83 73
794 674 69
372 289 8
163 288 81
387 869 18
221 381 58
886 556 56
53 555 8
127 661 87
788 539 27
594 29 83
426 671 49
590 114 25
648 949 38
996 922 94
783 834 81
811 250 17
772 520 57
51 770 87
892 509 58
415 407 74
460 545 65
495 352 91
951 701 86
174 917 43
322 850 22
978 270 69
743 952 63
226 589 15
461 250 92
111 360 56
91 747 36
441 737 82
855 179 41
47 707 31
375 250 19
122 60 98
147 157 24
347 544 49
475 841 85
454 461 55
385 593 59
603 210 41
888 455 52
274 768 97
647 192 65
636 977 3
223 170 36
953 434 58
293 738 24
431 898 17
200 260 62
695 47 40
923 731 97
950 605 93
76 613 38
329 562 37
274 985 53
937 201 35
336 970 15
712 744 22
653 369 72
215 751 33
111 586 62
381 977 47
931 48 5
392 801 10
194 82 80
479 364 32
971 190 78
374 173 84
975 358 36
512 310 6
675 156 75
643 211 78
283 503 53
166 535 73
622 423 98
573 287 2
213 443 40
845 665 26
297 918 29
446 781 80
393 487 79
739 238 14
810 437 16
745 848 96
22 602 31
724 101 93
813 205 24
806 718 86
405 315 60
349 697 32
643 315 5
446 523 12
822 338 39
180 463 53
288 717 93
553 399 69
424 99 80
572 129 41
992 524 80
836 942 93
429 238 98
520 275 5
6 971 5
368 875 78
168 811 52
998 194 3
770 966 6
45 896 57
348 483 82
867 500 5
902 591 51
717 982 54
131 906 17
501 561 67
412 475 92
4 493 50
823 128 52
956 124 6
623 689 93
733 440 50
257 110 89
258 781 41
931 323 15
840 216 82
836 381 20
227 758 67
875 334 30
375 818 17
260 202 47
727 576 23
318 179 74
904 118 75
873 285 10
994 641 27
998 225 79
124 598 9
530 89 57
765 365 30
550 58 1
709 24 68
816 133 25
877 407 90
526 474 52
158 353 22
305 896 96
826 2 13
382 599 25
172 872 8
821 699 30
667 440 92
699 811 11
786 523 44
848 440 41
6 750 28
2 189 70
698 897 46
605 760 92
76 19 42
312 334 38
295 309 13
460 90 80
330 11 48
794 560 19
927 650 36
55 327 68
706 524 97
551 377 72
541 872 88
174 770 44
816 292 26
143 846 14
564 339 93
614 829 61
873 357 9
463 843 31
279 339 33
520 558 60
422 335 99
747 455 21
573 469 29
355 543 16
255 704 100
135 701 90
874 868 19
168 100 65
636 586 31
83 214 53
895 140 94
118 512 32
317 201 53
506 394 83
404 188 73
729 136 45
409 448 90
167 710 59
988 503 22
524 632 85
77 551 55
780 376 76
390 406 78
520 508 33
27 484 15
464 422 50
75 717 26
672 511 75
834 731 79
971 245 1
194 231 34
107 695 56
517 443 49
551 806 18
226 128 27
157 968 54
596 638 34
46 652 2
935 158 7
755 207 42
631 828 53
963 169 37
524 404 60
1 567 63
953 37 41
607 918 52
305 748 49
802 720 61
738 594 83
634 241 16
404 871 94
627 229 60
974 263 75
947 426 67
290 700 4
164 395 27
449 471 96
621 727 21
809 441 20
204 310 54
253 836 88
503 558 56
765 410 53
336 480 78
242 410 47
71 937 64
503 892 24
432 883 21
412 671 37
579 452 11
326 222 1
958 573 94
932 232 94
629 82 69
93 4 45
820 666 85
669 699 10
690 790 9
620 737 10
433 645 87
695 877 49
862 870 68
738 359 51
992 288 62
409 224 8
734 146 18
567 773 48
189 322 64
936 611 63
523 300 42
343 357 7
477 336 35
964 222 59
935 432 42
579 127 38
152 732 32
826 912 53
191 987 37
169 287 9
518 650 85
317 494 22
236 904 70
123 335 12
268 417 94
630 795 50
854 397 38
885 770 77
946 790 31
260 415 91
838 718 62
335 509 67
674 483 37
437 805 78
968 568 19
515 91 70
791 582 98
955 149 28
395 286 95
296 365 72
16 950 15
346 171 79
797 553 86
724 995 35
46 8 69
197 715 9
335 976 69
295 867 70
234 952 44
865 313 28
945 288 59
188 931 6
189 458 4
194 825 96
211 285 94
802 606 32
42 663 30
371 263 17
417 543 88
49 816 63
159 469 44
354 956 84
497 193 35
568 327 68
539 239 49
824 879 60
43 323 50
210 543 76
852 780 4
630 451 99
244 232 76
169 753 63
592 570 47
788 867 80
752 666 80
274 64 43
550 250 80
220 607 85
203 642 75
119 8 32
992 135 48
627 473 78
451 916 62
155 542 18
47 24 92
848 809 100
237 687 26
768 837 29
60 572 10
317 962 51
218 635 54
324 603 53
287 637 60
483 471 78
621 692 57
650 448 2
414 53 40
60 597 77
691 868 1
772 383 3
835 572 93
624 798 14
798 557 100
757 204 98
346 355 21
217 463 70
887 44 10
237 504 37
398 642 45
131 807 72
375 881 3
166 661 64
463 582 33
100 445 28
889 372 96
91 618 26
986 102 17
402 637 85
671 186 68
735 531 16
61 548 61
754 695 44
974 477 70
611 927 85
518 280 80
964 907 65
103 251 14
496 78 40
392 816 50
740 797 48
933 309 32
477 607 99
737 643 32
557 977 77
781 825 7
146 714 100
370 261 58
591 931 10
262 466 70
714 608 67
939 428 75
568 895 53
455 715 54
143 667 82
99 784 43
295 808 86
110 826 86
319 404 79
673 745 58
908 311 60
611 658 75
668 305 28
362 690 41
563 73 16
152 402 77
289 784 84
641 284 40
72 430 56
996 706 64
784 276 14
236 420 35
613 250 60
596 196 34
775 330 78
864 174 6
279 297 23
181 839 97
75 368 41
715 722 52
376 380 94
714 744 80
253 226 82
690 612 50
886 739 41
782 530 10
152 745 55
271 474 42
649 614 56
822 317 83
300 760 90
873 310 15
818 404 68
622 362 60
628 221 69
375 763 85
215 871 7
605 165 14
747 762 18
882 203 75
155 241 95
302 884 46
573 847 60
263 847 47
395 240 55
484 965 52
553 118 38
494 831 82
444 530 36
954 340 83
324 105 9
162 897 16
913 781 63
222 706 97
977 947 33
197 782 19
33 366 43
242 515 44
684 480 66
608 232 66
510 435 95
526 630 9
493 490 2
908 855 77
792 847 86
539 287 89
465 411 63
40 314 48
